age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,0.0,0,0.0,0,0.07219508652152598,1,0,,5,5,0.07401382675884506,1,0.0,0,,0
59,0.0,1,0.0,0,0.07518203112232855,0,0,,5,5,0.036193574623830826,1,0.0,0,,0
57,1.0,1,2.0,0,0.07280337007244929,0,0,,5,5,0.019926799511996746,1,0.0,0,,0
56,1.0,1,,0,0.07331178617471357,1,0,,5,5,0.0892639284261895,1,0.0,0,,0
51,3.0,1,1.0,0,0.07303942040564342,1,0,,5,5,0.016063440422936153,1,0.0,0,,0
34,5.0,1,,0,0.07283060664935631,1,0,,5,5,0.024400162667751118,3,0.0,0,,0
43,6.0,1,1.0,0,0.07317560329017848,1,1,,5,5,0.0258235054900366,2,0.0,0,,0
52,1.0,1,0.0,0,0.07286692208523232,0,1,,5,5,0.03558357055713705,1,0.0,0,,0
33,1.0,0,1.0,0,0.0737566502641948,1,0,,5,5,0.05327368849125661,2,0.0,0,,0
29,5.0,0,1.0,0,0.0802298767090952,1,1,,5,5,0.012403416022773485,1,0.0,0,,0
34,6.0,1,1.0,0,0.07265810832894522,1,1,,5,5,0.015860105734038225,1,0.0,0,,0
31,3.0,1,1.0,0,0.07280337007244929,1,0,,5,5,0.029076860512403414,1,0.0,0,,0
55,6.0,1,1.0,0,0.09528262487970512,1,0,,5,5,0.11773078487189914,1,0.0,0,,1
55,0.0,1,,0,0.08356181795071996,0,0,,5,5,0.1376575843838959,1,0.0,0,,0
32,5.0,0,1.0,0,0.07477348246872333,1,0,,5,5,0.07015046766978447,1,0.0,0,,0
38,1.0,0,1.0,0,0.08810124743522234,1,0,,5,5,0.03761691744611631,1,0.0,0,,0
55,5.0,0,1.0,0,0.08008461496559112,1,1,,5,5,0.020333468889792598,2,0.0,0,,0
28,8.0,0,0.0,0,0.07280337007244929,1,0,,5,5,0.02541683611224075,2,0.0,0,,0
23,3.0,1,1.0,0,0.07365678281553574,1,0,,5,5,0.03924359495729972,1,0.0,0,,0
32,1.0,0,1.0,0,0.07280337007244929,1,0,,5,5,0.027653517690117934,1,0.0,0,,0
43,6.0,0,,0,0.07280337007244929,0,0,,5,5,0.014843432289548597,1,0.0,0,,0
32,3.0,1,1.0,0,0.07749714015942476,1,0,,5,5,0.10736071573810492,1,0.0,0,,0
46,3.0,1,1.0,0,0.07520926769923555,1,0,,5,5,0.11000406669377796,1,0.0,0,,0
53,9.0,1,2.0,0,0.08140104951609682,1,0,,5,5,0.033143554290361935,1,0.0,0,,0
34,7.0,0,1.0,0,0.07283060664935631,1,0,,5,5,0.06120374135827572,1,0.0,0,,0
57,8.0,1,0.0,0,0.0731846821491475,0,0,,5,5,0.009353395689304595,1,0.0,0,,0
37,3.0,1,1.0,0,0.07313928785430247,1,0,,5,5,0.0414802765351769,1,0.0,0,,0
59,3.0,1,1.0,0,0.07332086503368257,1,0,,5,5,0.019926799511996746,1,0.0,0,,0
33,6.0,1,1.0,0,0.0730031049697674,1,0,,5,5,0.014436762911752745,1,0.0,0,,0
56,3.0,1,2.0,0,0.07287600094420134,1,0,,5,5,0.03192354615697438,2,0.0,0,,0
48,8.0,1,1.0,0,0.0754634757503677,1,0,,5,5,0.049410329402196015,1,0.0,0,,0
43,6.0,1,2.0,0,0.07283060664935631,1,0,,5,5,0.037820252135014235,2,0.0,0,,0
54,3.0,1,2.0,0,0.07596281299366296,1,0,,5,5,0.11773078487189914,2,0.0,0,,0
51,3.0,1,,0,0.07263087175203821,1,0,,5,5,0.033143554290361935,2,0.0,0,,0
26,10.0,0,1.0,0,0.07280337007244929,1,0,,5,5,0.12403416022773485,2,0.0,0,,0
40,0.0,1,0.0,0,0.07276705463657328,1,0,,5,5,0.4133794225294835,1,0.0,0,,0
39,0.0,1,1.0,0,0.07296678953389138,1,0,,5,5,0.01728344855632371,1,0.0,0,,0
50,1.0,1,2.0,0,0.07406533146914096,0,0,,5,5,0.023180154534363562,2,0.0,0,,0
41,6.0,1,1.0,0,0.07280337007244929,1,0,,5,5,0.023180154534363562,2,0.0,0,,0
51,3.0,1,,0,0.08989886151108528,1,0,,5,5,0.011590077267181781,1,0.0,0,,0
60,4.0,1,1.0,0,0.07476440360975432,1,0,,5,5,0.04839365595770639,1,0.0,0,,0
52,3.0,1,1.0,0,0.07990303778621102,1,0,,5,5,0.018910126067507117,3,0.0,0,,0
48,3.0,1,1.0,0,0.0810106585804296,1,0,,5,5,0.026026840178934526,2,0.0,0,,0
48,6.0,1,,0,0.08828282461460243,1,0,,5,5,0.02175681171207808,1,0.0,0,,0
39,1.0,0,0.0,0,0.07323007644399251,1,0,,5,5,0.036803578690524606,1,0.0,0,,0
47,6.0,0,1.0,0,0.07440124925099413,1,0,,5,5,0.061610410736071576,2,0.0,0,,0
40,3.0,1,1.0,0,0.08392497230948015,1,0,,5,5,0.1134607564050427,5,0.0,0,,0
45,1.0,1,1.0,0,0.0735841519437837,1,0,,5,5,0.05490036600244002,1,0.0,0,,0
26,5.0,0,1.0,0,0.07354783650790768,1,0,,5,5,0.046360309068727124,1,0.0,0,,0
52,0.0,1,0.0,0,0.07526374085304958,1,0,,5,5,0.020130134200894673,1,0.0,0,,0
54,1.0,1,1.0,0,0.08531403773173787,1,0,,5,5,0.048800325335502236,1,0.0,0,,0
54,5.0,1,0.0,0,0.07447388012274617,0,0,,5,5,0.1368442456283042,2,0.0,0,,1
50,3.0,1,2.0,0,0.07280337007244929,0,0,,5,5,0.04737698251321675,3,0.0,0,,0
35,3.0,1,1.0,0,0.07280337007244929,1,0,,5,5,0.21472143147620984,1,0.0,0,,0
44,6.0,1,1.0,0,0.08512338169338877,1,1,,5,5,0.0508336722244815,1,0.0,0,,0
53,2.0,1,,0,0.07297586839286038,1,0,,5,5,0.05124034160227735,1,0.0,0,,0
35,4.0,0,2.0,0,0.07674359486499736,0,0,,5,5,0.028060187067913786,1,0.0,0,,0
60,5.0,1,1.0,0,0.07363862509759773,1,0,,5,5,0.026433509556730378,1,0.0,0,,0
53,5.0,1,1.0,0,0.0832531367457738,1,0,,5,5,0.08377389182594551,1,0.0,0,,0
48,8.0,1,1.0,0,0.07317560329017848,1,0,,5,5,0.03639690931272875,2,0.0,0,,0
34,1.0,1,1.0,0,0.07326639187986854,1,0,,5,5,0.0038633590890605938,2,0.0,0,,0
54,6.0,1,1.0,0,0.07474624589181632,1,0,,5,5,0.0931272875152501,2,0.0,0,,0
51,0.0,1,1.0,0,0.08334392533546384,1,0,,5,5,0.14579097193981294,1,0.0,0,,0
31,6.0,1,0.0,0,0.07313928785430247,1,0,,5,5,0.06364375762505084,1,0.0,0,,0
35,1.0,1,1.0,0,0.07994843208105605,1,0,,5,5,0.13887759251728346,2,0.0,0,,0
35,6.0,1,1.0,0,0.07333902275162058,1,0,,5,5,0.2189914599430663,1,0.0,0,,0
38,1.0,1,1.0,0,0.07510032139160751,1,0,,5,5,0.0845872305815372,1,0.0,0,,0
36,5.0,1,0.0,0,0.0747190093149093,1,0,,5,5,0.029686864579097194,2,0.0,0,,0
58,4.0,1,2.0,0,0.07493690193016542,1,0,,5,5,0.03395689304595364,1,0.0,0,,0
40,6.0,1,,0,0.11260508779256623,1,0,,5,5,0.06405042700284669,1,0.0,0,,0
54,0.0,1,1.0,0,0.10984511466598877,0,0,,5,5,0.028466856445709638,1,0.0,0,,0
34,3.0,0,1.0,0,0.07328454959780654,1,1,,5,5,0.0703538023586824,1,0.0,0,,0
31,0.0,0,0.0,0,0.07280337007244929,1,0,,5,5,0.1142740951606344,1,0.0,0,,0
51,4.0,1,1.0,0,0.09211410309952245,1,0,,5,5,0.03497356649044327,1,0.0,0,,0
33,0.0,1,0.0,0,0.0762260999037641,1,0,,5,5,0.044123627490849936,1,0.0,0,,0
55,0.0,1,0.0,0,0.07346612677718664,1,0,,5,5,0.02887352582350549,2,0.0,0,,0
42,5.0,1,1.0,0,0.07684346231365642,1,0,,5,5,0.013623424156161041,1,0.0,0,,0
34,3.0,1,1.0,0,0.07500953280191745,1,0,,5,5,0.059170394469296464,1,0.0,0,,0
33,3.0,0,1.0,0,0.07559057977593377,1,0,,5,5,0.06283041886945913,2,0.0,0,,0
38,6.0,1,1.0,0,0.07421059321264503,1,0,,5,5,0.050427002846685644,1,0.0,0,,0
50,1.0,1,0.0,0,0.07437401267408712,0,1,,5,5,0.019926799511996746,1,0.0,0,,0
43,0.0,1,0.0,0,0.0764349136600512,1,0,,5,5,0.05205368035786905,1,0.0,0,,0
61,3.0,1,2.0,0,0.08576798068018811,1,0,,5,5,0.01667344448962993,2,0.0,0,,0
47,5.0,1,1.0,0,0.07479164018666135,1,0,,5,5,0.11732411549410329,1,0.0,0,,0
48,7.0,1,0.0,0,0.07286692208523232,1,0,,5,5,0.05815372102480683,1,0.0,0,,0
44,3.0,1,1.0,0,0.07802371397962704,1,0,,5,5,0.0969906466043107,1,0.0,0,,0
35,10.0,0,,0,0.07550887004521271,1,0,,5,5,0.12423749491663277,2,0.0,0,,0
35,6.0,1,1.0,0,0.07280337007244929,1,0,,5,5,0.09577063847092314,1,0.0,0,,0
50,6.0,1,1.0,0,0.12454378733680752,1,0,,5,5,0.0774705164701098,2,0.0,0,,0
41,0.0,1,0.0,0,0.07440124925099413,1,1,,5,5,0.00854005693371289,1,0.0,0,,0
41,0.0,1,0.0,0,0.07749714015942476,1,0,,5,5,0.051037006913379424,1,0.0,0,,0
39,6.0,0,,0,0.07513663682748352,1,0,,5,5,0.0829605530703538,1,0.0,0,,0
42,4.0,1,1.0,0,0.07331178617471357,1,0,,5,5,0.04371695811305409,1,0.0,0,,0
38,3.0,1,1.0,0,0.06926261507453743,1,0,,5,5,0.05835705571370476,1,0.0,0,,0
53,4.0,1,1.0,0,0.07579939353222087,1,0,,5,5,0.04392029280195201,2,0.0,0,,0
59,9.0,1,2.0,0,0.07457374757140522,0,0,,5,5,0.07442049613664091,2,0.0,0,,0
36,6.0,1,1.0,0,0.07553610662211974,1,0,,5,5,0.04270028466856446,1,0.0,0,,0
54,3.0,1,2.0,0,0.0724311368547201,1,0,,5,5,0.058560390402602684,1,0.0,0,,0
40,1.0,1,0.0,0,0.0771884589544786,1,0,,5,5,0.03416022773485156,1,0.0,0,,0
47,,1,,0,0.07305757812358143,0,0,,5,5,0.06872712484749899,2,0.0,0,,0
53,8.0,1,,0,0.07292139523904635,0,0,,5,5,0.08336722244814966,3,0.0,0,,0
46,9.0,1,2.0,0,0.0815644689775389,0,0,,5,5,0.0359902399349329,1,0.0,0,,0
39,0.0,1,0.0,0,0.0762351787627331,1,1,,5,5,0.0258235054900366,2,0.0,0,,0
40,8.0,1,1.0,0,0.07479164018666135,1,0,,5,5,0.07259048393655958,1,0.0,0,,0
28,3.0,1,2.0,0,0.07574492037840684,1,0,,5,5,0.03558357055713705,1,0.0,0,,0
35,2.0,1,1.0,0,0.07217692880358796,1,0,,5,5,0.061000406669377796,1,0.0,0,,0
55,4.0,1,1.0,0,0.07280337007244929,0,1,,5,5,0.027653517690117934,1,0.0,0,,0
43,1.0,1,,0,0.07466453616109528,1,0,,5,5,0.288531923546157,1,0.0,0,,0
48,3.0,1,2.0,0,0.07532729286583262,1,0,,5,5,0.02541683611224075,2,0.0,0,,0
58,0.0,1,,0,0.08247235487443938,1,0,,5,5,0.04331028873525823,3,0.0,0,,0
33,0.0,0,0.0,0,0.07311205127739545,1,0,,5,5,0.005490036600244001,1,0.0,0,,0
36,3.0,1,,0,0.08218183138743122,0,0,,5,5,0.04839365595770639,2,0.0,0,,0
53,6.0,1,1.0,0,0.0861220561799793,1,0,,5,5,0.025213501423342822,1,0.0,0,,0
47,3.0,1,2.0,0,0.07269442376482124,1,0,,5,5,0.0036600244001626678,1,0.0,0,,0
31,6.0,1,1.0,0,0.07632596735242314,1,0,,5,5,0.14843432289548597,2,0.0,0,,0
57,2.0,1,1.0,0,0.0754725546093367,1,0,,5,5,0.1516876779178528,2,0.0,0,,0
53,3.0,1,,0,0.08939044540882102,0,0,,5,5,0.024603497356649046,1,0.0,0,,0
55,3.0,1,2.0,0,0.0784958146460153,1,0,,5,5,0.05022366815778772,1,0.0,0,,0
45,3.0,1,2.0,0,0.07303034154667441,1,0,,5,5,0.008133387555917039,1,0.0,0,,0
53,5.0,1,1.0,0,0.0756632106476858,1,0,,5,5,0.036803578690524606,2,0.0,0,,0
37,3.0,1,2.0,0,0.07280337007244929,1,0,,5,5,0.016063440422936153,1,0.0,0,,0
44,5.0,1,1.0,0,0.07340257476440361,1,0,,5,5,0.041886945912972755,1,0.0,0,,0
49,3.0,1,2.0,0,0.07272166034172825,1,1,,5,5,0.07909719398129321,1,0.0,0,,0
46,1.0,1,1.0,0,0.07597189185263196,1,1,,5,5,0.0258235054900366,1,0.0,0,,0
43,2.0,1,,0,0.07371125596934977,1,0,,5,5,0.14274095160634404,1,0.0,0,,0
38,5.0,1,1.0,0,0.07280337007244929,0,0,,5,5,0.030703538023586822,1,0.0,0,,0
43,1.0,1,1.0,0,0.07674359486499736,1,0,,5,5,0.02379015860105734,1,0.0,0,,0
49,0.0,1,0.0,0,0.10219163655511776,1,0,,5,5,0.04717364782431883,3,0.0,0,,0
42,0.0,1,,0,0.07530005628892561,0,0,,5,5,0.0829605530703538,2,0.0,0,,0
22,3.0,0,1.0,0,0.07280337007244929,1,0,,5,5,0.03639690931272875,2,0.0,0,,0
40,0.0,1,0.0,0,0.07468269387903329,1,0,,5,5,0.007930052867019113,1,0.0,0,,0
39,3.0,1,1.0,0,0.0771884589544786,1,0,,5,5,0.057340382269215125,1,0.0,0,,0
51,6.0,1,1.0,0,0.09321264503477203,1,0,,5,5,0.14518096787311915,2,0.0,0,,0
49,5.0,1,1.0,0,0.07668912171118333,1,0,,5,5,0.010166734444896299,1,0.0,0,,0
53,3.0,1,1.0,0,0.07280337007244929,1,1,,5,5,0.036803578690524606,1,0.0,0,,0
34,6.0,0,1.0,0,0.07280337007244929,1,0,,5,5,0.02887352582350549,1,0.0,0,,0
33,1.0,1,1.0,0,0.07407441032810996,1,0,,5,5,0.0461569743798292,1,0.0,0,,0
50,0.0,0,0.0,0,0.07549979118624371,1,0,,5,5,0.024196827978853194,1,0.0,0,,0
39,3.0,1,2.0,0,0.07533637172480162,1,0,,5,5,0.07340382269215127,1,0.0,0,,0
59,2.0,1,1.0,0,0.0809834220035226,1,0,,5,5,0.014843432289548597,3,0.0,0,,0
30,1.0,0,1.0,0,0.09616327419969858,1,0,,5,5,0.013623424156161041,2,0.0,0,,0
36,6.0,1,1.0,0,0.07410164690501697,1,1,,5,5,0.0711671411142741,1,0.0,0,,0
40,3.0,1,1.0,0,0.07711582808272656,1,0,,5,5,0.06750711671411143,2,0.0,0,,0
53,3.0,1,1.0,0,0.07343889020027963,1,0,,5,5,0.12423749491663277,2,0.0,0,,0
34,0.0,0,0.0,0,0.07569044722459281,1,0,,5,5,0.022976819845465637,2,0.0,0,,0
37,1.0,1,1.0,0,0.07530005628892561,1,0,,5,5,0.02684017893452623,1,0.0,0,,0
42,0.0,1,0.0,0,0.07953988342745084,1,0,,5,5,0.011793411956079707,3,0.0,0,,0
41,2.0,1,2.0,0,0.07494598078913442,1,0,,5,5,0.030703538023586822,1,0.0,0,,0
30,10.0,0,0.0,0,0.07303034154667441,1,0,,5,5,0.018096787311915413,2,0.0,0,,0
37,0.0,0,0.0,0,0.07825068545385216,1,0,,5,5,0.03090687271248475,1,0.0,0,,0
39,5.0,1,1.0,0,0.06963484829226663,1,0,,5,5,0.12423749491663277,2,0.0,0,,0
41,3.0,1,2.0,0,0.07446480126377716,1,1,,5,5,0.022366815778771858,2,0.0,0,,0
